quadid,sentinelsite,tier3site,subsite,cellid,latitude,longitude,plot,plotsize,sampledate,samplemonth,sampleyear,biomass_gm,waterdepth,thatchheight,thatchdensity,pclive,pcdead,pcsoil,pclitter,pcaqveg,pcwater,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,bioCOUNT,gps_accuracy,biotypha_gm2,bioscac_gm2,totalbiomass_gm2,salinity,distance,pc_wrack,herbbio,deadherbbio,phaubio,deadphaubio,ivfrbio,deadivfrbio,biomassstd_gm2,culmdensity_m2,culmdensitystd_m2
37,SFBay,Pond2A,.,1600810,38.1529,-122.32879,NA,0.25,9/2/05,9,2005,539.21,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,539.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,SFBay,Pond2A,.,1600829,38.15277,-122.32224,NA,0.25,7/20/05,7,2005,424.35,0,0,NA,0,0,0,NA,0,0,Bolboschoenus maritimus,0,NA,0,NA,0,5,0,NA,NA,779.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,SFBay,Pond2A,.,1600829,38.15277,-122.32233,NA,0.25,7/20/05,7,2005,247.95,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,5,0,NA,NA,306.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,SFBay,Pond2A,.,1600829,38.15279,-122.32236,NA,0.25,7/20/05,7,2005,396.12,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,5,0,NA,NA,479.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,SFBay,Pond2A,.,1600829,38.15275,-122.32233,NA,0.25,7/20/05,7,2005,264.18,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,5,0,NA,NA,309.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,SFBay,Pond2A,.,1600829,38.15268,-122.32228,NA,0.25,7/20/05,7,2005,368.69,0,0,NA,0,0,0,NA,0,0,Bolboschoenus maritimus,0,NA,0,NA,0,5,0,NA,NA,663.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,SFBay,Pond2A,.,1603470,38.15309,-122.33412,NA,0.25,9/2/05,9,2005,600.35,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,600.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,SFBay,Pond2A,.,1603471,38.15307,-122.33377,NA,0.25,9/2/05,9,2005,472.99,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,472.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,SFBay,Pond2A,.,1603482,38.15294,-122.33026,NA,0.25,7/13/05,7,2005,424.75,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,424.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,SFBay,Pond2A,.,1603492,38.15299,-122.32682,NA,0.25,9/2/05,9,2005,479.16,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,479.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,SFBay,Pond2A,.,1603496,38.15311,-122.3255,NA,0.25,9/2/05,9,2005,406.62,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,406.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,SFBay,Pond2A,.,1608881,38.15347,-122.31416,NA,0.25,9/2/05,9,2005,309.58,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,309.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,SFBay,Pond2A,.,1611514,38.15384,-122.32883,NA,0.25,7/25/05,7,2005,82.99,0,0,NA,0,0,0,NA,0,0,Spartina foliosa,0,NA,0,NA,0,3,0,NA,NA,92.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,SFBay,Pond2A,.,1611566,38.15368,-122.311,NA,0.25,7/13/05,7,2005,531.61,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,531.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,SFBay,Pond2A,.,1611570,38.15367,-122.30951,NA,0.25,9/2/05,9,2005,680.74,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,680.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,SFBay,Pond2A,.,1611574,38.15365,-122.30836,NA,0.25,7/13/05,7,2005,505.52,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,505.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,SFBay,Pond2A,.,1611577,38.15384,-122.30706,NA,0.25,6/10/05,6,2005,565.76,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,565.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,SFBay,Pond2A,.,1611579,38.15375,-122.30634,NA,0.25,6/10/05,6,2005,518.63,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,518.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,SFBay,Pond2A,.,1614207,38.15404,-122.32279,NA,0.25,7/13/05,7,2005,553.23,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,553.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,SFBay,Pond2A,.,1614208,38.15416,-122.32247,NA,0.25,9/2/05,9,2005,669.66,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,2,0,NA,NA,669.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,SFBay,Pond2A,.,1614208,38.15423,-122.32256,NA,0.25,9/2/05,9,2005,631.14,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,2,0,NA,NA,631.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,SFBay,Pond2A,.,1616884,38.15429,-122.32245,NA,0.25,7/13/05,7,2005,666.72,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,666.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,SFBay,Coon Island,.,1951389,38.18805,-122.32063,NA,0.25,8/23/05,8,2005,681.64,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,681.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,SFBay,Coon Island,.,1954065,38.18836,-122.32067,NA,0.25,8/23/05,8,2005,856.22,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,856.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,SFBay,Coon Island,.,1956742,38.18866,-122.32039,NA,0.25,8/23/05,8,2005,514.28,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,514.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,SFBay,Coon Island,.,1959418,38.18909,-122.32025,NA,0.25,8/23/05,8,2005,454.61,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,454.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,SFBay,Coon Island,.,1964766,38.18963,-122.32173,NA,0.25,8/23/05,8,2005,539.86,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,539.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,SFBay,Coon Island,.,1964768,38.1895,-122.32101,NA,0.25,8/23/05,8,2005,483.12,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,483.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,SFBay,Coon Island,.,1967446,38.1899,-122.32023,NA,0.25,8/23/05,8,2005,591.29,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,591.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,SFBay,Coon Island,.,1970117,38.18996,-122.32198,NA,0.25,8/23/05,8,2005,309.07,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,309.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,SFBay,Coon Island,.,1970120,38.1901,-122.32082,NA,0.25,8/23/05,8,2005,279.23,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,279.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,SFBay,Coon Island,.,1975472,38.19067,-122.32095,NA,0.25,8/23/05,8,2005,269.83,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,269.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,SFBay,Coon Island,.,1986178,38.19172,-122.32017,NA,0.25,7/27/05,7,2005,271.83,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,1,0,NA,NA,508.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,SFBay,Coon Island,.,1986179,38.19178,-122.31982,NA,0.25,7/27/05,7,2005,243.36,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,1,0,NA,NA,285.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,SFBay,Coon Island,.,1988855,38.19186,-122.3197,NA,0.25,7/27/05,7,2005,179.89,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,1,0,NA,NA,199.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,SFBay,Coon Island,.,1988856,38.19204,-122.31967,NA,0.25,7/27/05,7,2005,218.95,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,1,0,NA,NA,283.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,SFBay,Coon Island,.,1991532,38.19212,-122.31957,NA,0.25,7/27/05,7,2005,197.13,0,0,NA,0,0,0,NA,0,0,Schoenoplectus americanus,0,NA,0,NA,0,1,0,NA,NA,250.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,SFBay,Coon Island,.,1991533,38.1923,-122.31917,NA,0.25,7/27/05,7,2005,159.21,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,1,0,NA,NA,417.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,SFBay,Coon Island,.,1996885,38.19263,-122.31902,NA,0.25,7/27/05,7,2005,164.03,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,1,0,NA,NA,272.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,SFBay,Coon Island,.,1996886,38.19263,-122.31895,NA,0.25,7/27/05,7,2005,168.93,0,0,NA,0,0,0,NA,0,0,Schoenoplectus acutus,0,NA,0,NA,0,1,0,NA,NA,365.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-6-4,SFBay,Rush Ranch,.,1997749,38.19064,-122.02316,NA,0.109999999,8/6/14,8,2014,684.95,0,120,HIGH,60,40,0,NA,0,0,Schoenoplectus acutus,40,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-6-1,SFBay,Rush Ranch,.,1997749,38.19072,-122.02326,NA,0.109999999,8/6/14,8,2014,1270.73,20,70,MED,40,60,0,NA,0,0,Schoenoplectus acutus,30,Typha domingensis,10,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-6-6,SFBay,Rush Ranch,.,1997749,38.19059,-122.02312,NA,0.109999999,8/6/14,8,2014,476.44,0,80,HIGH,50,50,0,NA,0,0,Schoenoplectus acutus,50,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-6-3,SFBay,Rush Ranch,.,1997749,38.19065,-122.02322,NA,0.109999999,8/6/14,8,2014,1052,10,60,HIGH,30,70,0,NA,0,0,Schoenoplectus acutus,20,Schoenoplectus californicus,10,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-6-2,SFBay,Rush Ranch,.,1997749,38.19072,-122.02313,NA,0.109999999,8/6/14,8,2014,766.82,1,100,MED,70,30,0,NA,0,0,Typha domingensis,60,Schoenoplectus acutus,10,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-6-5,SFBay,Rush Ranch,.,1997749,38.19059,-122.02323,NA,0.109999999,8/6/14,8,2014,291.02,15,70,HIGH,40,60,0,NA,0,0,Schoenoplectus acutus,60,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-5-1,SFBay,Rush Ranch,.,2000425,38.19101,-122.02326,NA,0.109999999,8/6/14,8,2014,1479.74,10,100,HIGH,40,60,0,NA,0,0,Schoenoplectus acutus,39,Typha domingensis,1,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-5-4,SFBay,Rush Ranch,.,2000425,38.19093,-122.02315,NA,0.109999999,8/6/14,8,2014,502.55,0,100,HIGH,60,40,0,NA,0,0,Schoenoplectus acutus,40,Typha domingensis,20,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-5-6,SFBay,Rush Ranch,.,2000425,38.19086,-122.02316,NA,0.109999999,8/6/14,8,2014,598.75,1,90,HIGH,50,50,0,NA,0,0,Typha domingensis,25,Schoenoplectus acutus,25,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-5-2,SFBay,Rush Ranch,.,2000425,38.19099,-122.02314,NA,0.109999999,8/6/14,8,2014,393.16,1,100,HIGH,70,30,0,NA,0,0,Typha domingensis,60,Schoenoplectus acutus,10,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-5-5,SFBay,Rush Ranch,.,2000425,38.19086,-122.02327,NA,0.109999999,8/6/14,8,2014,801.99,15,100,HIGH,60,40,0,NA,0,0,Schoenoplectus acutus,60,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-5-3,SFBay,Rush Ranch,.,2000425,38.19093,-122.02325,NA,0.109999999,8/6/14,8,2014,726.74,1,120,HIGH,70,30,0,NA,0,0,Schoenoplectus acutus,67,Typha domingensis,3,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,SFBay,Coon Island,.,2002237,38.19331,-122.31902,NA,0.25,8/23/05,8,2005,743.35,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,743.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-4-4,SFBay,Rush Ranch,.,2003101,38.19121,-122.02312,NA,0.109999999,8/6/14,8,2014,659.74,0,130,MED,70,30,0,NA,0,0,Typha domingensis,35,Schoenoplectus acutus,35,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-4-5,SFBay,Rush Ranch,.,2003101,38.1911,-122.02325,NA,0.109999999,8/6/14,8,2014,680.5,0,150,HIGH,50,50,0,NA,0,0,Schoenoplectus acutus,45,Typha domingensis,5,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-4-1,SFBay,Rush Ranch,.,2003101,38.19126,-122.02323,NA,0.109999999,8/6/14,8,2014,948.91,0,150,MED,70,30,0,NA,0,0,Schoenoplectus acutus,50,Typha domingensis,50,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-4-2,SFBay,Rush Ranch,.,2003101,38.19127,-122.02314,NA,0.109999999,8/6/14,8,2014,866.57,0,140,HIGH,50,50,0,NA,0,0,Schoenoplectus acutus,45,Typha domingensis,5,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-4-6,SFBay,Rush Ranch,.,2003101,38.19113,-122.02313,NA,0.109999999,8/6/14,8,2014,593.81,0,50,HIGH,70,30,0,NA,0,0,Typha domingensis,35,Schoenoplectus acutus,35,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-4-3,SFBay,Rush Ranch,.,2003101,38.1912,-122.02325,NA,0.109999999,8/6/14,8,2014,832.69,5,130,MED,60,40,0,NA,0,0,Typha domingensis,40,Scoenoplectus acutus,20,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,SFBay,Coon Island,.,2004913,38.1936,-122.319,NA,0.25,8/23/05,8,2005,449.21,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,449.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,SFBay,Coon Island,.,2004914,38.19361,-122.3188,NA,0.25,7/27/05,7,2005,284.09,0,0,NA,0,0,0,NA,0,0,Schoenoplectus californicus,0,NA,0,NA,0,3,0,NA,NA,318.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,SFBay,Coon Island,.,2004914,38.19357,-122.31878,NA,0.25,7/27/05,7,2005,155.16,0,0,NA,0,0,0,NA,0,0,Schoenoplectus californicus,0,NA,0,NA,0,3,0,NA,NA,281.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,SFBay,Coon Island,.,2004914,38.19358,-122.31877,NA,0.25,7/27/05,7,2005,194.7,0,0,NA,0,0,0,NA,0,0,Schoenoplectus californicus,0,NA,0,NA,0,3,0,NA,NA,325.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-3-4,SFBay,Rush Ranch,.,2005777,38.19147,-122.02316,NA,0.109999999,8/6/14,8,2014,530.51,0,130,HIGH,60,40,0,NA,0,0,Schoenoplectus acutus,55,Typha domingensis,5,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-3-3,SFBay,Rush Ranch,.,2005777,38.19146,-122.02325,NA,0.109999999,8/6/14,8,2014,824.48,15,120,LOW,90,10,0,NA,0,0,Schoenoplectus acutus,76,Schoenoplectus californicus,10,Typha domingensis,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-3-2,SFBay,Rush Ranch,.,2005777,38.19154,-122.02316,NA,0.109999999,8/6/14,8,2014,817.57,0,50,HIGH,60,30,0,NA,0,0,Schoenoplectus acutus,50,Typha domingensis,10,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-3-1,SFBay,Rush Ranch,.,2005777,38.19155,-122.02325,NA,0.109999999,8/6/14,8,2014,1202.26,0,120,LOW,90,10,0,NA,0,0,Schoenoplectus acutus,45,Schoenoplectus californicus,45,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-3-6,SFBay,Rush Ranch,.,2005777,38.19142,-122.02313,NA,0.109999999,8/6/14,8,2014,936.57,0,130,HIGH,60,40,0,NA,0,0,Schoenoplectus acutus,55,Typha domingensis,5,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r7-3-5,SFBay,Rush Ranch,.,2005777,38.1914,-122.02324,NA,0.109999999,8/6/14,8,2014,2566,0,140,MED,80,20,0,NA,0,0,Schoenoplectus californicus,50,Schoenoplectus acutus,25,Typha domingensis,5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,SFBay,Coon Island,.,2007563,38.19378,-122.32789,NA,0.25,7/27/05,7,2005,390.45,0,0,NA,0,0,0,NA,0,0,Typha angustifolia,0,NA,0,NA,0,1,0,NA,NA,514.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,SFBay,Coon Island,.,2007564,38.19375,-122.32786,NA,0.25,7/27/05,7,2005,427.54,0,0,NA,0,0,0,NA,0,0,Typha angustifolia,0,NA,0,NA,0,4,0,NA,NA,584.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,SFBay,Coon Island,.,2007564,38.19381,-122.32777,NA,0.25,7/27/05,7,2005,223.07,0,0,NA,0,0,0,NA,0,0,Typha angustifolia,0,NA,0,NA,0,4,0,NA,NA,322.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,SFBay,Coon Island,.,2007564,38.19382,-122.32782,NA,0.25,7/27/05,7,2005,425.15,0,0,NA,0,0,0,NA,0,0,Typha angustifolia,0,NA,0,NA,0,4,0,NA,NA,528.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,SFBay,Coon Island,.,2007564,38.19384,-122.32777,NA,0.25,7/27/05,7,2005,250.87,0,0,NA,0,0,0,NA,0,0,Typha angustifolia,0,NA,0,NA,0,4,0,NA,NA,283.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,SFBay,Coon Island,.,2007589,38.19383,-122.31901,NA,0.25,7/27/05,7,2005,197.85,0,0,NA,0,0,0,NA,0,0,Schoenoplectus californicus,0,NA,0,NA,0,2,0,NA,NA,392.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,SFBay,Coon Island,.,2007589,38.19387,-122.31902,NA,0.25,7/27/05,7,2005,94.94,0,0,NA,0,0,0,NA,0,0,Schoenoplectus californicus,0,NA,0,NA,0,2,0,NA,NA,239.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,SFBay,Coon Island,.,2007590,38.19382,-122.31892,NA,0.25,7/27/05,7,2005,89.97,0,0,NA,0,0,0,NA,0,0,Spartina foliosa,0,NA,0,NA,0,5,0,NA,NA,100.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,SFBay,Coon Island,.,2007590,38.19375,-122.31885,NA,0.25,7/27/05,7,2005,150.02,0,0,NA,0,0,0,NA,0,0,Spartina foliosa,0,NA,0,NA,0,5,0,NA,NA,168.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,SFBay,Coon Island,.,2007590,38.1938,-122.3189,NA,0.25,7/27/05,7,2005,119.34,0,0,NA,0,0,0,NA,0,0,Spartina foliosa,0,NA,0,NA,0,5,0,NA,NA,132.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,SFBay,Coon Island,.,2007590,38.19369,-122.31882,NA,0.25,7/27/05,7,2005,87.38,0,0,NA,0,0,0,NA,0,0,Spartina foliosa,0,NA,0,NA,0,5,0,NA,NA,90.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,SFBay,Coon Island,.,2007590,38.19374,-122.31882,NA,0.25,7/27/05,7,2005,174.28,0,0,NA,0,0,0,NA,0,0,Spartina foliosa,0,NA,0,NA,0,5,0,NA,NA,181.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,SFBay,Coon Island,.,2010240,38.19411,-122.32754,NA,0.25,7/27/05,7,2005,215.55,0,0,NA,0,0,0,NA,0,0,Bolboschoenus maritimus,0,NA,0,NA,0,1,0,NA,NA,392.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,SFBay,Coon Island,.,2010241,38.19413,-122.32743,NA,0.25,7/27/05,7,2005,252.24,0,0,NA,0,0,0,NA,0,0,Bolboschoenus maritimus,0,NA,0,NA,0,1,0,NA,NA,639.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,SFBay,Coon Island,.,2010262,38.19414,-122.32019,NA,0.25,7/15/05,7,2005,498.58,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,498.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,SFBay,Coon Island,.,2012917,38.1943,-122.3272,NA,0.25,7/27/05,7,2005,232.67,0,0,NA,0,0,0,NA,0,0,Bolboschoenus maritimus,0,NA,0,NA,0,2,0,NA,NA,347.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,SFBay,Coon Island,.,2012917,38.19432,-122.32748,NA,0.25,7/27/05,7,2005,302.17,0,0,NA,0,0,0,NA,0,0,Bolboschoenus maritimus,0,NA,0,NA,0,2,0,NA,NA,484.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,SFBay,Coon Island,.,2012918,38.19429,-122.32716,NA,0.25,7/27/05,7,2005,293.33,0,0,NA,0,0,0,NA,0,0,Bolboschoenus maritimus,0,NA,0,NA,0,1,0,NA,NA,458.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,SFBay,Coon Island,.,2012939,38.19448,-122.31969,NA,0.25,8/23/05,8,2005,534.39,0,0,NA,0,0,0,NA,0,0,Salicornia pacifica,0,NA,0,NA,0,1,0,NA,NA,534.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-5-4,SFBay,Rush Ranch,.,2016479,38.19255,-122.02391,NA,0.109999999,7/29/14,7,2014,609.79,0,60,LOW,15,65,20,NA,0,0,Schoenoplectus acutus,10,Typha latifolia,5,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-5-3,SFBay,Rush Ranch,.,2016479,38.19255,-122.0238,NA,0.109999999,7/29/14,7,2014,212.89,0,75,MOD,5,95,0,NA,0,0,Schoenoplectus acutus,5,n/a,0,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r5-5-1,SFBay,Rush Ranch,.,2016479,38.19262,-122.02383,NA,0.109999999,7/29/14,7,2014,477.67,0,100,MOD,15,80,5,NA,0,0,Schoenoplectus acutus,10,Typha latifolia,5,n/a,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
