class_2006,abbrev_2006,class_2010,abbrev_2010,class,abbrev,variableType,mappedPixelCount,mappedPixelCountSD,estimated_pixel_count,total_gCO2perM2,soil_gCO2perM2,biomass_gCO2perM2,methane_gCO2perM2,analysis_type
Estuarine Emergent Wetland,EEM,Estuarine Scrub/Shrub Wetland,ESS,Estuarine Emergent Wetland to Estuarine Scrub/Shrub Wetland,EEM_ESS,fixed,4342,NA,4847.7785027699165,2648.7162965874004,1983.1519177360497,3079.042279940292,-2413.4779010889406,SGW/CP
Estuarine Emergent Wetland,EEM,Estuarine Emergent Wetland,EEM,Estuarine Emergent Wetland to Estuarine Emergent Wetland,EEM_EEM,fixed,21035881,NA,20739133.220966358,-430.32598335289094,1983.1519177360497,0,-2413.4779010889406,SGW/CP
Estuarine Emergent Wetland,EEM,Unconsolidated Shore,UCS,Estuarine Emergent Wetland to Unconsolidated Shore,EEM_UCS,fixed,31005,NA,39658.34078607599,-65055.35287550823,-63271.45857886005,-577.155346103701,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Bare Land,BAR,Estuarine Emergent Wetland to Bare Land,EEM_BAR,fixed,13319,NA,25664.623931414793,-792.3183377801465,991.5759588680248,-577.155346103701,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Water,OW,Estuarine Emergent Wetland to Water,EEM_OW,fixed,425773,NA,573493.6797209142,-65055.35287550823,-63271.45857886005,-577.155346103701,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Palustrine Aquatic Bed,PAB,Estuarine Emergent Wetland to Palustrine Aquatic Bed,EEM_PAB,fixed,0,NA,0,-65055.35287550823,-63271.45857886005,-577.155346103701,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Estuarine Aquatic Bed,EAB,Estuarine Emergent Wetland to Estuarine Aquatic Bed,EEM_EAB,fixed,30082,NA,47490.63070408413,-65055.35287550823,-63271.45857886005,-577.155346103701,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Snow/Ice,SNOW,Estuarine Emergent Wetland to Snow/Ice,EEM_SNOW,fixed,0,NA,0,-792.3183377801465,991.5759588680248,-577.155346103701,-1206.7389505444703,SGW/CP
Unconsolidated Shore,UCS,Estuarine Forested Wetland,EFW,Unconsolidated Shore to Estuarine Forested Wetland,UCS_EFW,fixed,4,NA,5.183681033757395,38663.58882333158,991.5759588680248,38878.75181500803,-1206.7389505444703,SGW/CP
Unconsolidated Shore,UCS,Estuarine Scrub/Shrub Wetland,ESS,Unconsolidated Shore to Estuarine Scrub/Shrub Wetland,UCS_ESS,fixed,93,NA,103.83311855310967,3441.034634367548,991.5759588680248,3656.197626043993,-1206.7389505444703,SGW/CP
Unconsolidated Shore,UCS,Estuarine Emergent Wetland,EEM,Unconsolidated Shore to Estuarine Emergent Wetland,UCS_EEM,fixed,20418,NA,27136.51955718653,361.9923544272556,991.5759588680248,577.155346103701,-1206.7389505444703,SGW/CP
Bare Land,BAR,Estuarine Forested Wetland,EFW,Bare Land to Estuarine Forested Wetland,BAR_EFW,fixed,22,NA,28.510245685665677,38663.58882333158,991.5759588680248,38878.75181500803,-1206.7389505444703,SGW/CP
Bare Land,BAR,Estuarine Scrub/Shrub Wetland,ESS,Bare Land to Estuarine Scrub/Shrub Wetland,BAR_ESS,fixed,745,NA,831.7814335706098,3441.034634367548,991.5759588680248,3656.197626043993,-1206.7389505444703,SGW/CP
Bare Land,BAR,Estuarine Emergent Wetland,EEM,Bare Land to Estuarine Emergent Wetland,BAR_EEM,fixed,8574,NA,11395.264897801808,361.9923544272556,991.5759588680248,577.155346103701,-1206.7389505444703,SGW/CP
Water,OW,Estuarine Forested Wetland,EFW,Water to Estuarine Forested Wetland,OW_EFW,fixed,0,NA,0,38663.58882333158,991.5759588680248,38878.75181500803,-1206.7389505444703,SGW/CP
Water,OW,Estuarine Scrub/Shrub Wetland,ESS,Water to Estuarine Scrub/Shrub Wetland,OW_ESS,fixed,622,NA,694.4537606455292,3441.034634367548,991.5759588680248,3656.197626043993,-1206.7389505444703,SGW/CP
Water,OW,Estuarine Emergent Wetland,EEM,Water to Estuarine Emergent Wetland,OW_EEM,fixed,81553,NA,108387.92141479248,361.9923544272556,991.5759588680248,577.155346103701,-1206.7389505444703,SGW/CP
Palustrine Aquatic Bed,PAB,Estuarine Forested Wetland,EFW,Palustrine Aquatic Bed to Estuarine Forested Wetland,PAB_EFW,fixed,0,NA,0,38663.58882333158,991.5759588680248,38878.75181500803,-1206.7389505444703,SGW/CP
Palustrine Aquatic Bed,PAB,Estuarine Scrub/Shrub Wetland,ESS,Palustrine Aquatic Bed to Estuarine Scrub/Shrub Wetland,PAB_ESS,fixed,0,NA,0,3441.034634367548,991.5759588680248,3656.197626043993,-1206.7389505444703,SGW/CP
Palustrine Aquatic Bed,PAB,Estuarine Emergent Wetland,EEM,Palustrine Aquatic Bed to Estuarine Emergent Wetland,PAB_EEM,fixed,16,NA,21.264781708050958,361.9923544272556,991.5759588680248,577.155346103701,-1206.7389505444703,SGW/CP
Estuarine Aquatic Bed,EAB,Estuarine Forested Wetland,EFW,Estuarine Aquatic Bed to Estuarine Forested Wetland,EAB_EFW,fixed,0,NA,0,38663.58882333158,991.5759588680248,38878.75181500803,-1206.7389505444703,SGW/CP
Estuarine Aquatic Bed,EAB,Estuarine Scrub/Shrub Wetland,ESS,Estuarine Aquatic Bed to Estuarine Scrub/Shrub Wetland,EAB_ESS,fixed,431,NA,481.20509781064806,3441.034634367548,991.5759588680248,3656.197626043993,-1206.7389505444703,SGW/CP
Estuarine Aquatic Bed,EAB,Estuarine Emergent Wetland,EEM,Estuarine Aquatic Bed to Estuarine Emergent Wetland,EAB_EEM,fixed,5704,NA,7580.894678920167,361.9923544272556,991.5759588680248,577.155346103701,-1206.7389505444703,SGW/CP
Snow/Ice,SNOW,Estuarine Forested Wetland,EFW,Snow/Ice to Estuarine Forested Wetland,SNOW_EFW,fixed,0,NA,0,38663.58882333158,991.5759588680248,38878.75181500803,-1206.7389505444703,SGW/CP
Snow/Ice,SNOW,Estuarine Scrub/Shrub Wetland,ESS,Snow/Ice to Estuarine Scrub/Shrub Wetland,SNOW_ESS,fixed,0,NA,0,3441.034634367548,991.5759588680248,3656.197626043993,-1206.7389505444703,SGW/CP
Snow/Ice,SNOW,Estuarine Emergent Wetland,EEM,Snow/Ice to Estuarine Emergent Wetland,SNOW_EEM,fixed,0,NA,0,361.9923544272556,991.5759588680248,577.155346103701,-1206.7389505444703,SGW/CP
High Intensity Developed,HID,Palustrine Forested Wetland,PFW,High Intensity Developed to Palustrine Forested Wetland,HID_PFW,random,0,NA,0,37865.397611665096,991.5759588680248,38878.75181500803,-2004.930162210958,SGW/CP
High Intensity Developed,HID,Palustrine Scrub/Shrub Wetland,PSS,High Intensity Developed to Palustrine Scrub/Shrub Wetland,HID_PSS,random,2,NA,2.8119260300863713,2642.8434227010603,991.5759588680248,3656.197626043993,-2004.930162210958,SGW/CP
High Intensity Developed,HID,Palustrine Emergent Wetland,PEM,High Intensity Developed to Palustrine Emergent Wetland,HID_PEM,random,13,NA,20.288282290948946,-436.1988572392322,991.5759588680248,577.155346103701,-2004.930162210958,SGW/CP
Medium Intensity Developed,MID,Palustrine Forested Wetland,PFW,Medium Intensity Developed to Palustrine Forested Wetland,MID_PFW,random,2,NA,2.7114616052649376,37865.397611665096,991.5759588680248,38878.75181500803,-2004.930162210958,SGW/CP
Medium Intensity Developed,MID,Palustrine Scrub/Shrub Wetland,PSS,Medium Intensity Developed to Palustrine Scrub/Shrub Wetland,MID_PSS,random,11,NA,15.465593165475042,2642.8434227010603,991.5759588680248,3656.197626043993,-2004.930162210958,SGW/CP
Medium Intensity Developed,MID,Palustrine Emergent Wetland,PEM,Medium Intensity Developed to Palustrine Emergent Wetland,MID_PEM,random,44,NA,68.66803236936568,-436.1988572392322,991.5759588680248,577.155346103701,-2004.930162210958,SGW/CP
Low Intensity Developed,LID,Palustrine Forested Wetland,PFW,Low Intensity Developed to Palustrine Forested Wetland,LID_PFW,random,65,NA,88.12250217111047,37865.397611665096,991.5759588680248,38878.75181500803,-2004.930162210958,SGW/CP
Low Intensity Developed,LID,Palustrine Scrub/Shrub Wetland,PSS,Low Intensity Developed to Palustrine Scrub/Shrub Wetland,LID_PSS,random,54,NA,75.92200281233202,2642.8434227010603,991.5759588680248,3656.197626043993,-2004.930162210958,SGW/CP
Low Intensity Developed,LID,Palustrine Emergent Wetland,PEM,Low Intensity Developed to Palustrine Emergent Wetland,LID_PEM,random,160,NA,249.70193588860243,-436.1988572392322,991.5759588680248,577.155346103701,-2004.930162210958,SGW/CP
Developed Open Space,OSD,Palustrine Forested Wetland,PFW,Developed Open Space to Palustrine Forested Wetland,OSD_PFW,random,71,NA,96.25688698690529,37865.397611665096,991.5759588680248,38878.75181500803,-2004.930162210958,SGW/CP
Developed Open Space,OSD,Palustrine Scrub/Shrub Wetland,PSS,Developed Open Space to Palustrine Scrub/Shrub Wetland,OSD_PSS,random,134,NA,188.3990440157869,2642.8434227010603,991.5759588680248,3656.197626043993,-2004.930162210958,SGW/CP
Developed Open Space,OSD,Palustrine Emergent Wetland,PEM,Developed Open Space to Palustrine Emergent Wetland,OSD_PEM,random,122,NA,190.39772611505936,-436.1988572392322,991.5759588680248,577.155346103701,-2004.930162210958,SGW/CP
Cultivated,CULT,Palustrine Forested Wetland,PFW,Cultivated to Palustrine Forested Wetland,CULT_PFW,random,376,NA,509.7547817898083,37288.24226556139,991.5759588680248,38301.596468904325,-2004.930162210958,SGW/CP
Cultivated,CULT,Palustrine Scrub/Shrub Wetland,PSS,Cultivated to Palustrine Scrub/Shrub Wetland,CULT_PSS,random,1800,NA,2530.733427077734,2065.6880765973583,991.5759588680248,3079.042279940292,-2004.930162210958,SGW/CP
Cultivated,CULT,Palustrine Emergent Wetland,PEM,Cultivated to Palustrine Emergent Wetland,CULT_PEM,random,2033,NA,3172.7752228845543,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Pasture/Hay,PAST,Palustrine Forested Wetland,PFW,Pasture/Hay to Palustrine Forested Wetland,PAST_PFW,random,30,NA,40.671924078974065,37288.24226556139,991.5759588680248,38301.596468904325,-2004.930162210958,SGW/CP
Pasture/Hay,PAST,Palustrine Scrub/Shrub Wetland,PSS,Pasture/Hay to Palustrine Scrub/Shrub Wetland,PAST_PSS,random,670,NA,941.9952200789344,2065.6880765973583,991.5759588680248,3079.042279940292,-2004.930162210958,SGW/CP
Pasture/Hay,PAST,Palustrine Emergent Wetland,PEM,Pasture/Hay to Palustrine Emergent Wetland,PAST_PEM,random,658,NA,1026.8992113418774,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Grassland,GRS,Palustrine Forested Wetland,PFW,Grassland to Palustrine Forested Wetland,GRS_PFW,random,57,NA,77.27665575005072,37288.24226556139,991.5759588680248,38301.596468904325,-2004.930162210958,SGW/CP
Grassland,GRS,Palustrine Scrub/Shrub Wetland,PSS,Grassland to Palustrine Scrub/Shrub Wetland,GRS_PSS,random,207,NA,291.0343441139394,2065.6880765973583,991.5759588680248,3079.042279940292,-2004.930162210958,SGW/CP
Grassland,GRS,Palustrine Emergent Wetland,PEM,Grassland to Palustrine Emergent Wetland,GRS_PEM,random,155,NA,241.89875039208357,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Deciduous Forest,DEC,Palustrine Forested Wetland,PFW,Deciduous Forest to Palustrine Forested Wetland,DEC_PFW,random,118,NA,159.97623471063133,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Deciduous Forest,DEC,Palustrine Scrub/Shrub Wetland,PSS,Deciduous Forest to Palustrine Scrub/Shrub Wetland,DEC_PSS,random,52,NA,73.11007678224566,-36235.90839230697,991.5759588680248,-35222.55418896404,-2004.930162210958,SGW/CP
Deciduous Forest,DEC,Palustrine Emergent Wetland,PEM,Deciduous Forest to Palustrine Emergent Wetland,DEC_PEM,random,72,NA,112.36587114987108,-39314.95067224726,991.5759588680248,-38301.596468904325,-2004.930162210958,SGW/CP
Evergreen Forest,EVR,Palustrine Forested Wetland,PFW,Evergreen Forest to Palustrine Forested Wetland,EVR_PFW,random,153,NA,207.42681280276773,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Evergreen Forest,EVR,Palustrine Scrub/Shrub Wetland,PSS,Evergreen Forest to Palustrine Scrub/Shrub Wetland,EVR_PSS,random,76,NA,106.85318914328212,-36235.90839230697,991.5759588680248,-35222.55418896404,-2004.930162210958,SGW/CP
Evergreen Forest,EVR,Palustrine Emergent Wetland,PEM,Evergreen Forest to Palustrine Emergent Wetland,EVR_PEM,random,97,NA,151.38179863246523,-39314.95067224726,991.5759588680248,-38301.596468904325,-2004.930162210958,SGW/CP
Mixed Forest,MIX,Palustrine Forested Wetland,PFW,Mixed Forest to Palustrine Forested Wetland,MIX_PFW,random,34,NA,46.09484728950394,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Mixed Forest,MIX,Palustrine Scrub/Shrub Wetland,PSS,Mixed Forest to Palustrine Scrub/Shrub Wetland,MIX_PSS,random,71,NA,99.82337406806617,-36235.90839230697,991.5759588680248,-35222.55418896404,-2004.930162210958,SGW/CP
Mixed Forest,MIX,Palustrine Emergent Wetland,PEM,Mixed Forest to Palustrine Emergent Wetland,MIX_PEM,random,57,NA,88.9563146603146,-39314.95067224726,991.5759588680248,-38301.596468904325,-2004.930162210958,SGW/CP
Scrub/Shrub,SS,Palustrine Forested Wetland,PFW,Scrub/Shrub to Palustrine Forested Wetland,SS_PFW,random,109,NA,147.7746574869391,34209.199985621104,991.5759588680248,35222.55418896404,-2004.930162210958,SGW/CP
Scrub/Shrub,SS,Palustrine Scrub/Shrub Wetland,PSS,Scrub/Shrub to Palustrine Scrub/Shrub Wetland,SS_PSS,random,25,NA,35.14907537607964,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Scrub/Shrub,SS,Palustrine Emergent Wetland,PEM,Scrub/Shrub to Palustrine Emergent Wetland,SS_PEM,random,63,NA,98.3201372561372,-4092.3964832832253,991.5759588680248,-3079.042279940292,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,High Intensity Developed,HID,Palustrine Forested Wetland to High Intensity Developed,PFW_HID,random,375,NA,607.3916675780133,-104155.14055607904,-63271.45857886005,-38878.75181500803,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Medium Intensity Developed,MID,Palustrine Forested Wetland to Medium Intensity Developed,PFW_MID,random,1209,NA,1535.0913124267656,-104155.14055607904,-63271.45857886005,-38878.75181500803,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Low Intensity Developed,LID,Palustrine Forested Wetland to Low Intensity Developed,PFW_LID,random,1817,NA,2185.140305370076,-104155.14055607904,-63271.45857886005,-38878.75181500803,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Developed Open Space,OSD,Palustrine Forested Wetland to Developed Open Space,PFW_OSD,random,1723,NA,3442.4187807602393,-104155.14055607904,-63271.45857886005,-38878.75181500803,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Cultivated,CULT,Palustrine Forested Wetland to Cultivated,PFW_CULT,random,186,NA,238.4093837445369,-103577.98520997535,-63271.45857886005,-38301.596468904325,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Pasture/Hay,PAST,Palustrine Forested Wetland to Pasture/Hay,PFW_PAST,random,22,NA,25.58824127456554,-103577.98520997535,-63271.45857886005,-38301.596468904325,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Grassland,GRS,Palustrine Forested Wetland to Grassland,PFW_GRS,random,1239,NA,1937.7995903650474,-39314.95067224726,991.5759588680248,-38301.596468904325,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Deciduous Forest,DEC,Palustrine Forested Wetland to Deciduous Forest,PFW_DEC,random,0,NA,0,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Evergreen Forest,EVR,Palustrine Forested Wetland to Evergreen Forest,PFW_EVR,random,4,NA,5.592719076062873,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Mixed Forest,MIX,Palustrine Forested Wetland to Mixed Forest,PFW_MIX,random,1,NA,1.4772552216360673,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Scrub/Shrub,SS,Palustrine Forested Wetland to Scrub/Shrub,PFW_SS,random,224,NA,282.6894470254775,-36235.90839230697,991.5759588680248,-35222.55418896404,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Palustrine Forested Wetland,PFW,Palustrine Forested Wetland to Palustrine Forested Wetland,PFW_PFW,random,7643674,NA,7535846.650950193,-2026.7084066858665,1983.1519177360497,0,-4009.860324421916,SGW/CP
Palustrine Forested Wetland,PFW,Palustrine Scrub/Shrub Wetland,PSS,Palustrine Forested Wetland to Palustrine Scrub/Shrub Wetland,PFW_PSS,random,72745,NA,102276.77952931654,-37249.2625956499,1983.1519177360497,-35222.55418896404,-4009.860324421916,SGW/CP
Palustrine Forested Wetland,PFW,Palustrine Emergent Wetland,PEM,Palustrine Forested Wetland to Palustrine Emergent Wetland,PFW_PEM,random,35040,NA,54684.723959603936,-40328.30487559019,1983.1519177360497,-38301.596468904325,-4009.860324421916,SGW/CP
Palustrine Forested Wetland,PFW,Unconsolidated Shore,UCS,Palustrine Forested Wetland to Unconsolidated Shore,PFW_UCS,random,131,NA,167.56144631433497,-104155.14055607904,-63271.45857886005,-38878.75181500803,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Bare Land,BAR,Palustrine Forested Wetland to Bare Land,PFW_BAR,random,5302,NA,10216.520465827858,-39892.10601835096,991.5759588680248,-38878.75181500803,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Water,OW,Palustrine Forested Wetland to Water,PFW_OW,random,4664,NA,6282.16096891617,-104155.14055607904,-63271.45857886005,-38878.75181500803,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Palustrine Aquatic Bed,PAB,Palustrine Forested Wetland to Palustrine Aquatic Bed,PFW_PAB,random,192,NA,396.1513162131242,-104155.14055607904,-63271.45857886005,-38878.75181500803,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Estuarine Aquatic Bed,EAB,Palustrine Forested Wetland to Estuarine Aquatic Bed,PFW_EAB,random,1369,NA,2161.2483689213204,-104155.14055607904,-63271.45857886005,-38878.75181500803,-2004.930162210958,SGW/CP
Palustrine Forested Wetland,PFW,Snow/Ice,SNOW,Palustrine Forested Wetland to Snow/Ice,PFW_SNOW,random,0,NA,0,-39892.10601835096,991.5759588680248,-38878.75181500803,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,High Intensity Developed,HID,Palustrine Scrub/Shrub Wetland to High Intensity Developed,PSS_HID,random,100,NA,161.97111135413687,-68932.58636711501,-63271.45857886005,-3656.197626043993,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Medium Intensity Developed,MID,Palustrine Scrub/Shrub Wetland to Medium Intensity Developed,PSS_MID,random,296,NA,375.83707897297154,-68932.58636711501,-63271.45857886005,-3656.197626043993,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Low Intensity Developed,LID,Palustrine Scrub/Shrub Wetland to Low Intensity Developed,PSS_LID,random,535,NA,643.3957420875017,-68932.58636711501,-63271.45857886005,-3656.197626043993,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Developed Open Space,OSD,Palustrine Scrub/Shrub Wetland to Developed Open Space,PSS_OSD,random,685,NA,1368.5762419157074,-68932.58636711501,-63271.45857886005,-3656.197626043993,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Cultivated,CULT,Palustrine Scrub/Shrub Wetland to Cultivated,PSS_CULT,random,33,NA,42.298439051450096,-68355.4310210113,-63271.45857886005,-3079.042279940292,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Pasture/Hay,PAST,Palustrine Scrub/Shrub Wetland to Pasture/Hay,PSS_PAST,random,8,NA,9.304815008932923,-68355.4310210113,-63271.45857886005,-3079.042279940292,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Grassland,GRS,Palustrine Scrub/Shrub Wetland to Grassland,PSS_GRS,random,252,NA,394.1287302437385,-4092.3964832832253,991.5759588680248,-3079.042279940292,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Deciduous Forest,DEC,Palustrine Scrub/Shrub Wetland to Deciduous Forest,PSS_DEC,random,0,NA,0,34209.199985621104,991.5759588680248,35222.55418896404,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Evergreen Forest,EVR,Palustrine Scrub/Shrub Wetland to Evergreen Forest,PSS_EVR,random,2,NA,2.7963595380314366,34209.199985621104,991.5759588680248,35222.55418896404,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Mixed Forest,MIX,Palustrine Scrub/Shrub Wetland to Mixed Forest,PSS_MIX,random,0,NA,0,34209.199985621104,991.5759588680248,35222.55418896404,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Scrub/Shrub,SS,Palustrine Scrub/Shrub Wetland to Scrub/Shrub,PSS_SS,random,0,NA,0,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Palustrine Forested Wetland,PFW,Palustrine Scrub/Shrub Wetland to Palustrine Forested Wetland,PSS_PFW,random,8884,NA,12044.312450586855,33195.84578227817,1983.1519177360497,35222.55418896404,-4009.860324421916,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Palustrine Scrub/Shrub Wetland,PSS,Palustrine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland,PSS_PSS,random,1114352,NA,1098632.12208941,-2026.7084066858665,1983.1519177360497,0,-4009.860324421916,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Palustrine Emergent Wetland,PEM,Palustrine Scrub/Shrub Wetland to Palustrine Emergent Wetland,PSS_PEM,random,17131,NA,26735.2741481728,-5105.750686626158,1983.1519177360497,-3079.042279940292,-4009.860324421916,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Unconsolidated Shore,UCS,Palustrine Scrub/Shrub Wetland to Unconsolidated Shore,PSS_UCS,random,318,NA,406.75221319052304,-68932.58636711501,-63271.45857886005,-3656.197626043993,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Bare Land,BAR,Palustrine Scrub/Shrub Wetland to Bare Land,PSS_BAR,random,1124,NA,2165.8560927179387,-4669.551829386926,991.5759588680248,-3656.197626043993,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Water,OW,Palustrine Scrub/Shrub Wetland to Water,PSS_OW,random,4533,NA,6105.71090739644,-68932.58636711501,-63271.45857886005,-3656.197626043993,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Palustrine Aquatic Bed,PAB,Palustrine Scrub/Shrub Wetland to Palustrine Aquatic Bed,PSS_PAB,random,52,NA,107.29098147438779,-68932.58636711501,-63271.45857886005,-3656.197626043993,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Estuarine Aquatic Bed,EAB,Palustrine Scrub/Shrub Wetland to Estuarine Aquatic Bed,PSS_EAB,random,242,NA,382.04682635424365,-68932.58636711501,-63271.45857886005,-3656.197626043993,-2004.930162210958,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Snow/Ice,SNOW,Palustrine Scrub/Shrub Wetland to Snow/Ice,PSS_SNOW,random,0,NA,0,-4669.551829386926,991.5759588680248,-3656.197626043993,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,High Intensity Developed,HID,Palustrine Emergent Wetland to High Intensity Developed,PEM_HID,random,462,NA,748.3065344561123,-65853.54408717471,-63271.45857886005,-577.155346103701,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,Medium Intensity Developed,MID,Palustrine Emergent Wetland to Medium Intensity Developed,PEM_MID,random,1050,NA,1333.2058544649328,-65853.54408717471,-63271.45857886005,-577.155346103701,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,Low Intensity Developed,LID,Palustrine Emergent Wetland to Low Intensity Developed,PEM_LID,random,1673,NA,2011.9646289951222,-65853.54408717471,-63271.45857886005,-577.155346103701,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,Developed Open Space,OSD,Palustrine Emergent Wetland to Developed Open Space,PEM_OSD,random,1932,NA,3859.9843786586084,-65853.54408717471,-63271.45857886005,-577.155346103701,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,Cultivated,CULT,Palustrine Emergent Wetland to Cultivated,PEM_CULT,random,250,NA,320.4427200867432,-65276.38874107101,-63271.45857886005,0,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,Pasture/Hay,PAST,Palustrine Emergent Wetland to Pasture/Hay,PEM_PAST,random,23,NA,26.751343150682157,-65276.38874107101,-63271.45857886005,0,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,Grassland,GRS,Palustrine Emergent Wetland to Grassland,PEM_GRS,random,77,NA,120.42822313003121,-1013.3542033429333,991.5759588680248,0,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,Deciduous Forest,DEC,Palustrine Emergent Wetland to Deciduous Forest,PEM_DEC,random,2,NA,2.676620869294298,37288.24226556139,991.5759588680248,38301.596468904325,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,Evergreen Forest,EVR,Palustrine Emergent Wetland to Evergreen Forest,PEM_EVR,random,6,NA,8.389078614094311,37288.24226556139,991.5759588680248,38301.596468904325,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,Mixed Forest,MIX,Palustrine Emergent Wetland to Mixed Forest,PEM_MIX,random,0,NA,0,37288.24226556139,991.5759588680248,38301.596468904325,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,Scrub/Shrub,SS,Palustrine Emergent Wetland to Scrub/Shrub,PEM_SS,random,4,NA,5.04802583974067,2065.6880765973583,991.5759588680248,3079.042279940292,-2004.930162210958,SGW/CP
Palustrine Emergent Wetland,PEM,Palustrine Forested Wetland,PFW,Palustrine Emergent Wetland to Palustrine Forested Wetland,PEM_PFW,random,2095,NA,2840.2560315150226,36274.88806221846,1983.1519177360497,38301.596468904325,-4009.860324421916,SGW/CP
Palustrine Emergent Wetland,PEM,Palustrine Scrub/Shrub Wetland,PSS,Palustrine Emergent Wetland to Palustrine Scrub/Shrub Wetland,PEM_PSS,random,25972,NA,36515.67142670162,1052.3338732544248,1983.1519177360497,3079.042279940292,-4009.860324421916,SGW/CP
Palustrine Emergent Wetland,PEM,Palustrine Emergent Wetland,PEM,Palustrine Emergent Wetland to Palustrine Emergent Wetland,PEM_PEM,random,5320959,NA,5245897.595841122,-2026.7084066858665,1983.1519177360497,0,-4009.860324421916,SGW/CP
Palustrine Emergent Wetland,PEM,Unconsolidated Shore,UCS,Palustrine Emergent Wetland to Unconsolidated Shore,PEM_UCS,random,3598,NA,4602.183846099062,-65853.54408717471,-63271.45857886005,-577.155346103701,-2004.930162210958,SGW/CP
